date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:04	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/robots.txt		(from )
19:28:04	932/932	---M--	200	added ('OK')	text/html	etag:%2267e8909b-3a4%22	https://cyberarcadia.com/	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/index.html	(from )
19:28:04	3279/3279	---MCZ	200	added ('OK')	text/css	etag:W/%2267e8f07c-ccf%22	https://cyberarcadia.com/splashpage.css	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/splashpage.css	(from https://cyberarcadia.com/)
19:28:04	7074/7074	---M--	200	added ('OK')	image/png	etag:%2267c5227e-1ba2%22	https://cyberarcadia.com/favicon.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/favicon.png	(from https://cyberarcadia.com/)
19:28:04	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:05%20GMT	https://cyberarcadia.com/mainpage.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/mainpage.html	(from https://cyberarcadia.com/)
19:28:04	3490/3490	---MCZ	200	added ('OK')	text/html	etag:W/%2267eacbe0-da2%22	https://cyberarcadia.com/mainpage	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/mainpage.html	(from https://cyberarcadia.com/)
19:28:05	610174/610174	---M--	200	added ('OK')	image/png	etag:%2267b746e2-94f7e%22	https://cyberarcadia.com/nightselfie.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/nightselfie.png	(from https://cyberarcadia.com/splashpage.css)
19:28:05	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/Orbitron-webfont.eot?	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/Orbitron-webfont.6d41d.delayed	(from https://cyberarcadia.com/splashpage.css)
19:28:06	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/Orbitron-webfont.woff	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/Orbitron-webfont.woff	(from https://cyberarcadia.com/splashpage.css)
19:28:06	38012/38012	---M--	200	added ('OK')	application/octet-stream	etag:%2267e1dfb0-947c%22	https://cyberarcadia.com/Orbitron.ttf	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/Orbitron.ttf	(from https://cyberarcadia.com/splashpage.css)
19:28:06	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/Orbitron-webfont.svg	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/Orbitron-webfont.svg	(from https://cyberarcadia.com/splashpage.css)
19:28:06	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/NEWACADEMY-webfont.eot?	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/NEWACADEMY-webfontd41d.eot	(from https://cyberarcadia.com/splashpage.css)
19:28:06	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/NEWACADEMY-webfont.woff	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/NEWACADEMY-webfont.woff	(from https://cyberarcadia.com/splashpage.css)
19:28:07	12936/12936	---M--	200	added ('OK')	application/octet-stream	etag:%2267b9f9d6-3288%22	https://cyberarcadia.com/NEWACADEMY.ttf	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/NEWACADEMY.ttf	(from https://cyberarcadia.com/splashpage.css)
19:28:07	14641761/14641761	---M--	200	added ('OK')	audio/mpeg	etag:%2267b7655c-df6a61%22	https://cyberarcadia.com/sounds/DissolvedGirl.mp3	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/sounds/DissolvedGirl.mp3	(from https://cyberarcadia.com/)
19:28:07	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%225e29cffd-15b%22	https://cyberarcadia.com/NEWACADEMY-webfont.svg	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/NEWACADEMY-webfont.svg	(from https://cyberarcadia.com/splashpage.css)
19:28:07	3687/3687	---MCZ	200	added ('OK')	text/css	etag:W/%226897deea-e67%22	https://cyberarcadia.com/style.css	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/style.css	(from https://cyberarcadia.com/mainpage)
19:28:08	499217/499217	---M--	200	added ('OK')	image/png	etag:%2261db3471-79e11%22	https://cyberarcadia.com/images/polybanner.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/images/polybanner.png	(from https://cyberarcadia.com/mainpage)
19:28:08	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:09%20GMT	https://cyberarcadia.com/about.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/about.html	(from https://cyberarcadia.com/mainpage)
19:28:08	6428/6428	---MCZ	200	added ('OK')	text/html	etag:W/%2267e8929e-191c%22	https://cyberarcadia.com/about	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/about.html	(from https://cyberarcadia.com/mainpage)
19:28:08	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:09%20GMT	https://cyberarcadia.com/interests.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/interests.html	(from https://cyberarcadia.com/mainpage)
19:28:08	907/907	---M--	200	added ('OK')	text/html	etag:%226897e2be-38b%22	https://cyberarcadia.com/interests	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/interests.html	(from https://cyberarcadia.com/mainpage)
19:28:09	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:09%20GMT	https://cyberarcadia.com/magick.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/magick.html	(from https://cyberarcadia.com/mainpage)
19:28:09	787/787	---M--	200	added ('OK')	text/html	etag:%2267e892c5-313%22	https://cyberarcadia.com/magick	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/magick.html	(from https://cyberarcadia.com/mainpage)
19:28:09	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:10%20GMT	https://cyberarcadia.com/links.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/links.html	(from https://cyberarcadia.com/mainpage)
19:28:09	1524/1524	---MCZ	200	added ('OK')	text/html	etag:W/%2267e9feac-5f4%22	https://cyberarcadia.com/links	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/links.html	(from https://cyberarcadia.com/mainpage)
19:28:09	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:10%20GMT	https://cyberarcadia.com/matrix.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/matrix.html	(from https://cyberarcadia.com/mainpage)
19:28:10	15530/15530	---MCZ	200	added ('OK')	text/html	etag:W/%2267eb4ef4-3caa%22	https://cyberarcadia.com/matrix	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/matrix.html	(from https://cyberarcadia.com/mainpage)
19:28:10	667445/667445	---M--	200	added ('OK')	image/png	etag:%2267e9ecfc-a2f35%22	https://cyberarcadia.com/images/underconstruction.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/images/underconstruction.png	(from https://cyberarcadia.com/mainpage)
19:28:10	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:11%20GMT	https://cyberarcadia.com/index.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/index-2.html	(from https://cyberarcadia.com/mainpage)
19:28:10	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:11%20GMT	https://cyberarcadia.com/index	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/index	(from https://cyberarcadia.com/mainpage)
19:28:10	13232/13232	---M--	200	added ('OK')	image/png	etag:%225e29cffd-33b0%22	https://cyberarcadia.com/neocities.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/neocities.png	(from https://cyberarcadia.com/mainpage)
19:28:11	5432/5432	---M--	200	added ('OK')	image/png	etag:%2267eaf248-1538%22	https://cyberarcadia.com/images/monitordarker.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/images/monitordarker.png	(from https://cyberarcadia.com/style.css)
19:28:11	754287/754287	---M--	200	added ('OK')	image/png	etag:%2268066615-b826f%22	https://cyberarcadia.com/images/matrixopen1.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/images/matrixopen1.png	(from https://cyberarcadia.com/style.css)
19:28:12	159550/159550	---M--	200	added ('OK')	image/png	etag:%2264e59888-26f3e%22	https://cyberarcadia.com/images/heresjohnny.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/images/heresjohnny.png	(from https://cyberarcadia.com/about)
19:28:12	1313983/1313983	---M--	200	added ('OK')	image/png	etag:%2261f0d489-140cbf%22	https://cyberarcadia.com/images/flames2.png	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/images/flames2.png	(from https://cyberarcadia.com/style.css)
19:28:12	11093/11093	---MCZ	200	added ('OK')	text/html	etag:W/%2268980416-2b55%22	https://cyberarcadia.com/matrix25	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/matrix25.html	(from https://cyberarcadia.com/interests)
19:28:12	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Aug%202025%2017:28:13%20GMT	https://cyberarcadia.com/lexx.html	C:/Users/moham/Downloads/Memecoins/framer/Before%20The%20Coin/cyberarcadia.com/lexx.html	(from https://cyberarcadia.com/interests)
